dataset	description	version	name	taxon_id	genbank_accession	mart	n_gene	n_bp_genesets	n_cc_genesets	n_mf_genesets	ncbi_genome_link
omeridionalis_eg_gene	Oryza meridionalis genes (Oryza_meridionalis_v1.3)	Oryza_meridionalis_v1.3	Oryza meridionalis	40149	GCA_000338895.2	plants_mart	30241	3957	674	2100	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/338/895//GCA_000338895.2_Oryza_meridionalis_v1.3/GCA_000338895.2_Oryza_meridionalis_v1.3_assembly_report.txt
onivara_eg_gene	Oryza nivara genes (Oryza_nivara_v1.0)	Oryza_nivara_v1.0	Oryza nivara	4536	GCA_000576065.1	plants_mart	37026	4112	682	2201	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/576/065//GCA_000576065.1_Oryza_nivara_v1.0/GCA_000576065.1_Oryza_nivara_v1.0_assembly_report.txt
opunctata_eg_gene	Oryza punctata genes (Oryza_punctata_v1.2)	Oryza_punctata_v1.2	Oryza punctata	4537	GCA_000573905.1	plants_mart	32550	4110	696	2195	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/573/905//GCA_000573905.1_Oryza_punctata_v1.2/GCA_000573905.1_Oryza_punctata_v1.2_assembly_report.txt
orufipogon_eg_gene	Oryza rufipogon genes (OR_W1943)	OR_W1943	Oryza rufipogon	4529	GCA_000817225.1	plants_mart	37912	4115	689	2201	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/817/225//GCA_000817225.1_OR_W1943/GCA_000817225.1_OR_W1943_assembly_report.txt
osarc_eg_gene	Oryza sativa (circum-Basmati var. ARC 10497) genes (Os117425RS1)	Os117425RS1	Oryza sativa (circum-Basmati var. ARC 10497)	1736658	GCA_009831255.1	plants_mart	36732	2438	495	1485	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/255//GCA_009831255.1_Os117425RS1/GCA_009831255.1_Os117425RS1_assembly_report.txt
osativa_eg_gene	Oryza sativa Japonica Group genes (IRGSP-1.0)	IRGSP-1.0	Oryza sativa Japonica Group	39947	GCA_001433935.1	plants_mart	38978	4989	939	2696	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/433/935//GCA_001433935.1_IRGSP-1.0/GCA_001433935.1_IRGSP-1.0_assembly_report.txt
osazucena_eg_gene	Oryza sativa (Geng/Japonica-trop1 var. Azucena) genes (AzucenaRS1)	AzucenaRS1	Oryza sativa (Geng/Japonica-trop1 var. Azucena)	1736656	GCA_009830595.1	plants_mart	36915	2436	493	1493	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/830/595//GCA_009830595.1_AzucenaRS1/GCA_009830595.1_AzucenaRS1_assembly_report.txt
oschaomeo_eg_gene	Oryza sativa (Geng/Japonica-sbtrp var. Chao Meo) genes (Os132278RS1)	Os132278RS1	Oryza sativa (Geng/Japonica-sbtrp var. Chao Meo)	1736656	GCA_009831315.1	plants_mart	37267	2469	496	1513	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/315//GCA_009831315.1_Os132278RS1/GCA_009831315.1_Os132278RS1_assembly_report.txt
osgobolsailbalam_eg_gene	Oryza sativa (Xian/Indica-2A var. Gobol Sail) genes (Os132424RS1)	Os132424RS1	Oryza sativa (Xian/Indica-2A var. Gobol Sail)	39946	GCA_009831025.1	plants_mart	36474	2426	491	1488	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/025//GCA_009831025.1_Os132424RS1/GCA_009831025.1_Os132424RS1_assembly_report.txt
osir64_eg_gene	Oryza sativa (Xian/Indica-1B1 var. IR64) genes (OsIR64RS1)	OsIR64RS1	Oryza sativa (Xian/Indica-1B1 var. IR64)	39946	GCA_009914875.1	plants_mart	36361	2439	492	1494	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/914/875//GCA_009914875.1_OsIR64RS1/GCA_009914875.1_OsIR64RS1_assembly_report.txt
osketannangka_eg_gene	Oryza sativa (Geng/Japonica-trop2 var. Ketan Nangka) genes (Os128077RS1)	Os128077RS1	Oryza sativa (Geng/Japonica-trop2 var. Ketan Nangka)	1736656	GCA_009831275.1	plants_mart	36895	2436	493	1488	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/275//GCA_009831275.1_OS128077RS1/GCA_009831275.1_OS128077RS1_assembly_report.txt
oskhaoyaiguang_eg_gene	Oryza sativa (Xian/Indica-3B1 var. Khao Yai Guang) genes (Os127518RS1)	Os127518RS1	Oryza sativa (Xian/Indica-3B1 var. Khao Yai Guang)	39946	GCA_009831295.1	plants_mart	36732	2435	491	1497	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/295//GCA_009831295.1_Os127518RS1/GCA_009831295.1_Os127518RS1_assembly_report.txt
oslarhamugad_eg_gene	Oryza sativa (Xian/Indica-2B var. Larha Mugad) genes (Os125619RS1)	Os125619RS1	Oryza sativa (Xian/Indica-2B var. Larha Mugad)	39946	GCA_009831355.1	plants_mart	36566	2427	491	1493	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/355//GCA_009831355.1_Os125619RS1/GCA_009831355.1_Os125619RS1_assembly_report.txt
oslima_eg_gene	Oryza sativa (Xian/Indica-3A var. Lima) genes (Os127564RS1)	Os127564RS1	Oryza sativa (Xian/Indica-3A var. Lima)	39946	GCA_009829395.1	plants_mart	37301	2439	491	1500	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/829/395//GCA_009829395.1_Os127564RS1/GCA_009829395.1_Os127564RS1_assembly_report.txt
osliuxu_eg_gene	Oryza sativa (Xian/Indica-3B2 var. Liu Xu) genes (Os125827RS1)	Os125827RS1	Oryza sativa (Xian/Indica-3B2 var. Liu Xu)	39946	GCA_009829375.1	plants_mart	44215	2433	492	1496	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/829/375//GCA_009829375.1_Os125827RS1/GCA_009829375.1_Os125827RS1_assembly_report.txt
osmh63_eg_gene	Oryza sativa (Xian/Indica-adm var. Minghui 63) genes (MH63RS2)	MH63RS2	Oryza sativa (Xian/Indica-adm var. Minghui 63)	39946	GCA_001618785.1	plants_mart	36979	2434	492	1500	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/618/785//GCA_001618785.1_Mhv2.0/GCA_001618785.1_Mhv2.0_assembly_report.txt
osn22_eg_gene	Oryza sativa (circum-Aus1 var. N22) genes (OsN22RS2)	OsN22RS2	Oryza sativa (circum-Aus1 var. N22)	1736659	GCA_001952365.2	plants_mart	36571	2440	492	1497	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/952/365//GCA_001952365.2_ASM195236v2/GCA_001952365.2_ASM195236v2_assembly_report.txt
osnatelboro_eg_gene	Oryza sativa (circum-Aus2 var. Natel Boro) genes (Os127652RS1)	Os127652RS1	Oryza sativa (circum-Aus2 var. Natel Boro)	1736659	GCA_009831335.1	plants_mart	36435	2422	492	1489	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/335//GCA_009831335.1_Os127652RS1/GCA_009831335.1_Os127652RS1_assembly_report.txt
ospr106_eg_gene	Oryza sativa (Xian/Indica-1B2 var. PR106) genes (Os127742RS1)	Os127742RS1	Oryza sativa (Xian/Indica-1B2 var. PR106)	39946	GCA_009831045.1	plants_mart	36694	2436	492	1492	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/831/045//GCA_009831045.1_Os127742RS1/GCA_009831045.1_Os127742RS1_assembly_report.txt
oszs97_eg_gene	Oryza sativa (Xian/Indica-1A var. Zhenshan 97) genes (ZS97RS3)	ZS97RS3	Oryza sativa (Xian/Indica-1A var. Zhenshan 97)	39946	GCA_001618795.1	plants_mart	36571	2434	493	1496	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/618/795//GCA_001618795.1_ZSv2.0/GCA_001618795.1_ZSv2.0_assembly_report.txt
pavium_eg_gene	Prunus avium genes (PAV_r1.0)	PAV_r1.0	Prunus avium	42229	GCA_002207925.1	plants_mart	43349	3331	593	1687	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/207/925//GCA_002207925.1_PAV_r1.0/GCA_002207925.1_PAV_r1.0_assembly_report.txt
pdulcis_eg_gene	Prunus dulcis genes (ALMONDv2)	ALMONDv2	Prunus dulcis	3755	GCA_902201215.1	plants_mart	34421	3553	651	2009	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/201/215//GCA_902201215.1_ALMONDv2/GCA_902201215.1_ALMONDv2_assembly_report.txt
phallii_eg_gene	Panicum hallii HAL2 genes (PhalliiHAL_v2.1)	PhalliiHAL_v2.1	Panicum hallii HAL2	1504633	GCA_003061485.1	plants_mart	33263	4004	690	2147	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/061/485//GCA_003061485.1_PhalliiHAL_v2.1/GCA_003061485.1_PhalliiHAL_v2.1_assembly_report.txt
phfil2_eg_gene	Panicum hallii FIL2 genes (PHallii_v3.1)	PHallii_v3.1	Panicum hallii FIL2	206008	GCA_002211085.2	plants_mart	33805	2879	591	1863	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/211/085//GCA_002211085.2_PHallii_v3.1/GCA_002211085.2_PHallii_v3.1_assembly_report.txt
ppatens_eg_gene	Physcomitrium patens genes (Phypa V3)	Phypa V3	Physcomitrium patens	3218	GCA_000002425.2	plants_mart	32674	4395	916	2476	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/002/425//GCA_000002425.2_Phypa_V3/GCA_000002425.2_Phypa_V3_assembly_report.txt
ppersica_eg_gene	Prunus persica genes (Prunus_persica_NCBIv2)	Prunus_persica_NCBIv2	Prunus persica	3760	GCA_000346465.2	plants_mart	27849	4761	889	2521	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/346/465//GCA_000346465.2_Prunus_persica_NCBIv2/GCA_000346465.2_Prunus_persica_NCBIv2_assembly_report.txt
psativum_eg_gene	Pisum sativum genes (Pisum_sativum_v1a)	Pisum_sativum_v1a	Pisum sativum	3888	GCA_900700895.2	plants_mart	44756	3451	636	1805	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/700/895//GCA_900700895.2_Pisum_sativum_v1a/GCA_900700895.2_Pisum_sativum_v1a_assembly_report.txt
psomniferum_eg_gene	Papaver somniferum genes (ASM357369v1)	ASM357369v1	Papaver somniferum	3469	GCA_003573695.1	plants_mart	41770	3475	633	1972	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/573/695//GCA_003573695.1_ASM357369v1/GCA_003573695.1_ASM357369v1_assembly_report.txt
ptrichocarpa_eg_gene	Populus trichocarpa genes (Pop_tri_v4)	Pop_tri_v4	Populus trichocarpa	3694	GCA_000002775.4	plants_mart	42347	4560	909	2539	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/002/775//GCA_000002775.4_P.trichocarpa_v4.1/GCA_000002775.4_P.trichocarpa_v4.1_assembly_report.txt
pvera_eg_gene	Pistacia vera genes (PisVer_v2)	PisVer_v2	Pistacia vera	55513	GCA_008641045.1	plants_mart	31784	3444	612	1750	https://ftp.ncbi.nih.gov/genomes/all/GCA/008/641/045//GCA_008641045.1_PisVer_v2/GCA_008641045.1_PisVer_v2_assembly_report.txt
pvulgaris_eg_gene	Phaseolus vulgaris genes (PhaVulg1_0)	PhaVulg1_0	Phaseolus vulgaris	3885	GCA_000499845.1	plants_mart	29324	3814	702	2112	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/499/845//GCA_000499845.1_PhaVulg1_0/GCA_000499845.1_PhaVulg1_0_assembly_report.txt
qlobata_eg_gene	Quercus lobata genes (ValleyOak3.0)	ValleyOak3.0	Quercus lobata	97700	GCA_001633185.2	plants_mart	39366	3294	587	1686	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/633/185//GCA_001633185.2_ValleyOak3.0/GCA_001633185.2_ValleyOak3.0_assembly_report.txt
qsuber_eg_gene	Quercus suber genes (CorkOak1.0)	CorkOak1.0	Quercus suber	58331	GCA_002906115.4	plants_mart	79750	3469	669	1869	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/906/115//GCA_002906115.4_CorkOak1.0/GCA_002906115.4_CorkOak1.0_assembly_report.txt
rchinensis_eg_gene	Rosa chinensis genes (RchiOBHm-V2)	RchiOBHm-V2	Rosa chinensis	74649	GCA_002994745.2	plants_mart	50517	3619	650	2614	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/994/745//GCA_002994745.2_RchiOBHm-V2/GCA_002994745.2_RchiOBHm-V2_assembly_report.txt
sbicolor_eg_gene	Sorghum bicolor genes (Sorghum_bicolor_NCBIv3)	Sorghum_bicolor_NCBIv3	Sorghum bicolor	4558	GCA_000003195.3	plants_mart	35567	5011	927	2625	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/003/195//GCA_000003195.3_Sorghum_bicolor_NCBIv3/GCA_000003195.3_Sorghum_bicolor_NCBIv3_assembly_report.txt
scereale_eg_gene	Secale cereale genes (Rye_Lo7_2018_v1p1p1)	Rye_Lo7_2018_v1p1p1	Secale cereale	4550	GCA_902687465.1	plants_mart	34441	3806	632	1928	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/687/465//GCA_902687465.1_Rye_Lo7_2018_v1p1p1/GCA_902687465.1_Rye_Lo7_2018_v1p1p1_assembly_report.txt
sindicum_eg_gene	Sesamum indicum genes (S_indicum_v1.0)	S_indicum_v1.0	Sesamum indicum	4182	GCA_000512975.1	plants_mart	25173	3845	673	2022	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/512/975//GCA_000512975.1_S_indicum_v1.0/GCA_000512975.1_S_indicum_v1.0_assembly_report.txt
sitalica_eg_gene	Setaria italica genes (Setaria_italica_v2.0)	Setaria_italica_v2.0	Setaria italica	4555	GCA_000263155.2	plants_mart	36610	4776	885	2472	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/263/155//GCA_000263155.2_Setaria_italica_v2.0/GCA_000263155.2_Setaria_italica_v2.0_assembly_report.txt
slycopersicum_eg_gene	Solanum lycopersicum genes (SL3.0)	SL3.0	Solanum lycopersicum	4081	GCA_000188115.3	plants_mart	35825	4276	831	2294	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/188/115//GCA_000188115.3_SL3.0/GCA_000188115.3_SL3.0_assembly_report.txt
smoellendorffii_eg_gene	Selaginella moellendorffii genes (v1.0)	v1.0	Selaginella moellendorffii	88036	GCA_000143415.1	plants_mart	36086	3884	845	2365	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/143/415//GCA_000143415.1_v1.0/GCA_000143415.1_v1.0_assembly_report.txt
sspontaneum_eg_gene	Saccharum spontaneum genes (Sspon.HiC_chr_asm)	Sspon.HiC_chr_asm	Saccharum spontaneum	62335	GCA_003544955.1	plants_mart	83815	3849	643	1896	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/544/955//GCA_003544955.1_Sspon.HiC_chr_asm/GCA_003544955.1_Sspon.HiC_chr_asm_assembly_report.txt
strh8903916_eg_gene	Solanum tuberosum RH89-039-16 genes (ASM1418947v1)	ASM1418947v1	Solanum tuberosum RH89-039-16	4113	GCA_014189475.1	plants_mart	37115	4524	861	2448	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/189/475//GCA_014189475.1_ASM1418947v1/GCA_014189475.1_ASM1418947v1_assembly_report.txt
stuberosum_eg_gene	Solanum tuberosum genes (SolTub_3.0)	SolTub_3.0	Solanum tuberosum	4113	GCA_000226075.1	plants_mart	40336	4744	888	2502	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/226/075//GCA_000226075.1_SolTub_3.0/GCA_000226075.1_SolTub_3.0_assembly_report.txt
sviridis_eg_gene	Setaria viridis genes (Setaria_viridis_v2.0)	Setaria_viridis_v2.0	Setaria viridis	4556	GCA_005286985.1	plants_mart	38334	3966	680	2142	https://ftp.ncbi.nih.gov/genomes/all/GCA/005/286/985//GCA_005286985.1_Setaria_viridis_v2.0/GCA_005286985.1_Setaria_viridis_v2.0_assembly_report.txt
taarinalrfor_eg_gene	Triticum aestivum Arinalrfor genes (PGSBv2.0_Arinalrfor)	PGSBv2.0_Arinalrfor	Triticum aestivum Arinalrfor	4565	GCA_903993985.1	plants_mart	143776	2534	493	1543	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/993/985//GCA_903993985.1_10wheat_assembly_arinaLrFor/GCA_903993985.1_10wheat_assembly_arinaLrFor_assembly_report.txt
tacadenza_eg_gene	Triticum aestivum Cadenza genes (TGAC_cadenza)	TGAC_cadenza	Triticum aestivum Cadenza	4565	GCA_902810645.1	plants_mart	128544	4102	821	2379	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/810/645//GCA_902810645.1_Triticum_aestivum_Cadenza_EIv1.1/GCA_902810645.1_Triticum_aestivum_Cadenza_EIv1.1_assembly_report.txt
taclaire_eg_gene	Triticum aestivum Claire genes (TGAC_paragon)	TGAC_paragon	Triticum aestivum Claire	4565	GCA_902810655.1	plants_mart	127306	4112	820	2375	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/810/655//GCA_902810655.1_Triticum_aestivum_Claire_EIv1.1/GCA_902810655.1_Triticum_aestivum_Claire_EIv1.1_assembly_report.txt
taestivum_eg_gene	Triticum aestivum genes (IWGSC)	IWGSC	Triticum aestivum	4565	GCA_900519105.1	plants_mart	120744	4147	778	2260	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/519/105//GCA_900519105.1_iwgsc_refseqv1.0/GCA_900519105.1_iwgsc_refseqv1.0_assembly_report.txt
tajagger_eg_gene	Triticum aestivum Jagger genes (PGSBv2.0_Jagger)	PGSBv2.0_Jagger	Triticum aestivum Jagger	4565	GCA_903993795.1	plants_mart	140382	2531	495	1549	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/993/795//GCA_903993795.1_10wheat_assembly_jagger/GCA_903993795.1_10wheat_assembly_jagger_assembly_report.txt
tajulius_eg_gene	Triticum aestivum Julius genes (PGSBv2.0_Julius)	PGSBv2.0_Julius	Triticum aestivum Julius	4565	GCA_903994195.1	plants_mart	140983	2534	495	1543	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/994/195//GCA_903994195.1_10wheat_assembly_julius/GCA_903994195.1_10wheat_assembly_julius_assembly_report.txt
takariega_eg_gene	Triticum aestivum Kariega genes (Tae_Kariega_v1)	Tae_Kariega_v1	Triticum aestivum Kariega	4565	GCA_910594105.1	plants_mart	116838	3562	738	2158	https://ftp.ncbi.nih.gov/genomes/all/GCA/910/594/105//GCA_910594105.1_Tae_Kariega_v1/GCA_910594105.1_Tae_Kariega_v1_assembly_report.txt
talancer_eg_gene	Triticum aestivum Lancer genes (PGSBv2.0_Lancer)	PGSBv2.0_Lancer	Triticum aestivum Lancer	4565	GCA_903993975.1	plants_mart	140381	2532	492	1543	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/993/975//GCA_903993975.1_10wheat_assembly_lancer/GCA_903993975.1_10wheat_assembly_lancer_assembly_report.txt
talandmark_eg_gene	Triticum aestivum Landmark genes (PGSBv2.0_Landmark)	PGSBv2.0_Landmark	Triticum aestivum Landmark	4565	GCA_903995565.1	plants_mart	140178	2535	494	1544	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/995/565//GCA_903995565.1_10wheat_assembly_landmark1/GCA_903995565.1_10wheat_assembly_landmark1_assembly_report.txt
tamace_eg_gene	Triticum aestivum Mace genes (PGSBv2.0_Mace)	PGSBv2.0_Mace	Triticum aestivum Mace	4565	GCA_903994175.1	plants_mart	140569	2530	493	1542	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/994/175//GCA_903994175.1_10wheat_assembly_mace/GCA_903994175.1_10wheat_assembly_mace_assembly_report.txt
tamattis_eg_gene	Triticum aestivum Sy Mattis genes (PGSBv2.0_Mattis)	PGSBv2.0_Mattis	Triticum aestivum Sy Mattis	4565	GCA_903994185.1	plants_mart	140629	2531	492	1546	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/994/185//GCA_903994185.1_10wheat_assembly_sy_mattis/GCA_903994185.1_10wheat_assembly_sy_mattis_assembly_report.txt
tanorin61_eg_gene	Triticum aestivum Norin61 genes (PGSBv2.0_Norin61)	PGSBv2.0_Norin61	Triticum aestivum Norin61	4565	GCA_904066035.1	plants_mart	145065	2535	495	1543	https://ftp.ncbi.nih.gov/genomes/all/GCA/904/066/035//GCA_904066035.1_10wheat_assembly_norin61/GCA_904066035.1_10wheat_assembly_norin61_assembly_report.txt
taparagon_eg_gene	Triticum aestivum Paragon genes (EI_paragon)	EI_paragon	Triticum aestivum Paragon	4565	GCA_902810665.1	plants_mart	127303	4121	817	2388	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/810/665//GCA_902810665.1_Triticum_aestivum_Paragon_EIv1.1/GCA_902810665.1_Triticum_aestivum_Paragon_EIv1.1_assembly_report.txt
tarefseqv2_eg_gene	Triticum aestivum Refseqv2 genes (IWGSC_RefSeq_v2.1)	IWGSC_RefSeq_v2.1	Triticum aestivum Refseqv2	4565	GCA_018294505.1	plants_mart	106876	3962	824	2373	https://ftp.ncbi.nih.gov/genomes/all/GCA/018/294/505//GCA_018294505.1_IWGSC_CS_RefSeq_v2.1/GCA_018294505.1_IWGSC_CS_RefSeq_v2.1_assembly_report.txt
tarenan_eg_gene	Triticum aestivum Renan genes (Triticum_aestivum_Renan_v2.1)	Triticum_aestivum_Renan_v2.1	Triticum aestivum Renan	4565	GCA_937894285.1	plants_mart	109533	3654	763	2174	https://ftp.ncbi.nih.gov/genomes/all/GCA/937/894/285//GCA_937894285.1_Triticum_aestivum_Renan_v2.1/GCA_937894285.1_Triticum_aestivum_Renan_v2.1_assembly_report.txt
tarobigus_eg_gene	Triticum aestivum Robigus genes (TGAC_robigus)	TGAC_robigus	Triticum aestivum Robigus	4565	GCA_902810685.1	plants_mart	127148	4100	823	2374	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/810/685//GCA_902810685.1_Triticum_aestivum_Robigus_EIv1.1/GCA_902810685.1_Triticum_aestivum_Robigus_EIv1.1_assembly_report.txt
tastanley_eg_gene	Triticum aestivum Stanley genes (PGSBv2.2_Stanley)	PGSBv2.2_Stanley	Triticum aestivum Stanley	4565	GCA_903994155.1	plants_mart	140344	2534	494	1546	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/994/155//GCA_903994155.1_10wheat_assembly_stanley/GCA_903994155.1_10wheat_assembly_stanley_assembly_report.txt
taweebil_eg_gene	Triticum aestivum Weebill genes (EI_WeebilV1)	EI_WeebilV1	Triticum aestivum Weebill	4565	GCA_902810675.1	plants_mart	127810	4106	819	2387	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/810/675//GCA_902810675.1_Triticum_aestivum_weebil_EIv1/GCA_902810675.1_Triticum_aestivum_weebil_EIv1_assembly_report.txt
tcacao_eg_gene	Theobroma cacao Matina 1-6 genes (Theobroma_cacao_20110822)	Theobroma_cacao_20110822	Theobroma cacao Matina 1-6	3641	GCA_000403535.1	plants_mart	29653	4845	897	2544	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/403/535//GCA_000403535.1_Theobroma_cacao_20110822/GCA_000403535.1_Theobroma_cacao_20110822_assembly_report.txt
tccriollo_eg_gene	Theobroma cacao Belizian Criollo B97-61/B2 genes (Criollo_cocoa_genome_V2)	Criollo_cocoa_genome_V2	Theobroma cacao Belizian Criollo B97-61/B2	3641	GCA_000208745.2	plants_mart	24561	3499	720	1918	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/208/745//GCA_000208745.2_Criollo_cocoa_genome_V2/GCA_000208745.2_Criollo_cocoa_genome_V2_assembly_report.txt
tdicoccoides_eg_gene	Triticum dicoccoides genes (WEWSeq v.1.0)	WEWSeq v.1.0	Triticum dicoccoides	85692	GCA_002162155.1	plants_mart	67375	2623	517	1567	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/162/155//GCA_002162155.1_WEWSeq_v.1.0/GCA_002162155.1_WEWSeq_v.1.0_assembly_report.txt
tpratense_eg_gene	Trifolium pratense genes (Trpr)	Trpr	Trifolium pratense	57577	GCA_900079335.1	plants_mart	41131	3520	645	1929	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/079/335//GCA_900079335.1_Trpr/GCA_900079335.1_Trpr_assembly_report.txt
tspelta_eg_gene	Triticum spelta genes (PGSBv2.0_Spelta)	PGSBv2.0_Spelta	Triticum spelta	58933	GCA_903994165.1	plants_mart	116868	2527	493	1549	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/994/165//GCA_903994165.1_10wheat_assembly_spelt/GCA_903994165.1_10wheat_assembly_spelt_assembly_report.txt
tturgidum_eg_gene	Triticum turgidum genes (svevo)	svevo	Triticum turgidum	4567	GCA_900231445.1	plants_mart	66559	3551	608	1821	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/231/445//GCA_900231445.1_Svevo.v1/GCA_900231445.1_Svevo.v1_assembly_report.txt
turartu_eg_gene	Triticum urartu genes (Tu2.0)	Tu2.0	Triticum urartu	4572	GCA_003073215.1	plants_mart	41492	3813	649	1993	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/073/215//GCA_003073215.1_Tu2.0/GCA_003073215.1_Tu2.0_assembly_report.txt
vangularis_eg_gene	Vigna angularis genes (Vigan1.1)	Vigan1.1	Vigna angularis	3914	GCA_001190045.1	plants_mart	34819	3762	688	2027	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/190/045//GCA_001190045.1_Vigan1.1/GCA_001190045.1_Vigan1.1_assembly_report.txt
vradiata_eg_gene	Vigna radiata genes (Vradiata_ver6)	Vradiata_ver6	Vigna radiata	3916	GCA_000741045.2	plants_mart	23164	3494	621	1838	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/741/045//GCA_000741045.2_Vradiata_ver6/GCA_000741045.2_Vradiata_ver6_assembly_report.txt
vunguiculata_eg_gene	Vigna unguiculata genes (ASM411807v1)	ASM411807v1	Vigna unguiculata	3917	GCA_004118075.1	plants_mart	31814	3522	650	1926	https://ftp.ncbi.nih.gov/genomes/all/GCA/004/118/075//GCA_004118075.1_ASM411807v1/GCA_004118075.1_ASM411807v1_assembly_report.txt
vvinifera_eg_gene	Vitis vinifera genes (PN40024.v4)	PN40024.v4	Vitis vinifera	29760	GCA_910591555.1	plants_mart	35134	4773	891	2570	https://ftp.ncbi.nih.gov/genomes/all/GCA/910/591/555//GCA_910591555.1_Genome_assembly_40024.Col.1/GCA_910591555.1_Genome_assembly_40024.Col.1_assembly_report.txt
zmays_eg_gene	Zea mays genes (Zm-B73-REFERENCE-NAM-5.0)	Zm-B73-REFERENCE-NAM-5.0	Zea mays	4577	GCA_902167145.1	plants_mart	44303	4744	909	2623	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/167/145//GCA_902167145.1_Zm-B73-REFERENCE-NAM-5.0/GCA_902167145.1_Zm-B73-REFERENCE-NAM-5.0_assembly_report.txt
alaibachii_eg_gene	Albugo laibachii genes (ENA 1)	ENA 1	Albugo laibachii	890382	-	protists_mart	14629	1862	477	1285	NA
bnatans_eg_gene	Bigelowiella natans genes (Bigna1)	Bigna1	Bigelowiella natans	753081	GCA_000320545.1	protists_mart	22320	1973	512	1349	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/320/545//GCA_000320545.1_Bigna1/GCA_000320545.1_Bigna1_assembly_report.txt
